paper_id,title,pdf_file,pages,text_chars,title_match_score,datasets_mentioned,result_pages,comparison_pages,currently_on_leaderboard,prior_review,prior_reviewed_at,current_pdf_postdates_review,read_status,result_status,notes
83972fc6c838,SUES-200 A Multi-height Multi-scene Cross-view Image Benchmark Across Drone and Satellite,83972fc6c838_arxiv.pdf,16,131340,1.000,University-1652; SUES-200; UAV-GeoLoc; CVUSA; CVACT,2; 3; 4; 8; 10; 11; 12; 13,9; 10; 12,false,exclude,2026-06-21T11:58:40,true,full_text_extracted_pending_visual_table_review,comparison_pages_found,
168d02a9b466,SURFNet: A Surface-Aware UAV–Satellite Geolocation Framework via Feature Aggregation and Dual Positional Encoding,168d02a9b466.pdf,15,95151,1.000,University-1652; SUES-200; DenseUAV; GTA-UAV; World-UAV; UAV-GeoLoc; AerialVL; VIGOR; CVUSA; CVACT,2; 4; 7; 9; 10; 11; 13; 15,7; 9; 10; 11,false,exclude,2026-06-19T23:29:19,true,full_text_extracted_pending_visual_table_review,comparison_pages_found,
d13004a0f023,Tightly Coupled GNSS-Visual-Inertial Smoothly Consistent State Estimation System,d13004a0f023_ieee_alt.pdf,18,134435,0.875,,1; 3; 16,,false,none,,false,full_text_extracted_pending_visual_table_review,result_pages_found,
f6975dbe0dea,Toward Integrating Semantic-aware Path Planning and Reliable Localization for UAV Operations,f6975dbe0dea_iccas.pdf,6,38701,1.000,,2; 4,,false,none,,false,full_text_extracted_pending_visual_table_review,result_pages_found,
950172f7f8c8,UASTHN Uncertainty-Aware Deep Homography Estimation for UAV Satellite-Thermal Geo-Localization,950172f7f8c8_ieee_alt.pdf,7,70009,1.000,,1; 4,,false,none,,false,full_text_extracted_pending_visual_table_review,result_pages_found,
b5ab5786cd9c,UAV Cross-View Geo-Localization Based on Multi-Scale Partitioning and Attention-Enhanced Transformer,b5ab5786cd9c.pdf,5,37475,1.000,University-1652,1; 3; 4,3; 4,false,exclude,2026-06-19T23:53:13,true,full_text_extracted_pending_visual_table_review,comparison_pages_found,
f492b9c680a8,UAV Geo-Localization Dataset and Method Based on Cross-View Matching,f492b9c680a8_sensors-24-06905.pdf,22,107061,1.000,University-1652; SUES-200; DenseUAV; UAV-VisLoc; VIGOR; CVUSA,1; 3; 4; 5; 11; 14; 15; 16,3; 14,false,none,,false,full_text_extracted_pending_visual_table_review,comparison_pages_found,
63d35fe5fe2d,UAV Positioning Method Based on Heterogeneous Image Matching Under GPS Denial,63d35fe5fe2d_v6.pdf,575,1452091,0.000,DenseUAV,,,false,none,,false,full_text_extracted_pending_visual_table_review,no_benchmark_result_page_detected,
835f3f1ac3bf,UAV Visual Localization System Empowered by Zero-Shot Deep Feature Matching,835f3f1ac3bf_ieee_alt.pdf,5,43183,1.000,University-1652,1; 3; 5,,false,none,,false,full_text_extracted_pending_visual_table_review,result_pages_found,
c3321ed351c8,UAV Visual Localization via Multimodal Fusion and Multi-Scale Attention Enhancement,c3321ed351c8_sustainability-18-04277.pdf,22,103844,1.000,University-1652; SUES-200; DenseUAV; GTA-UAV; World-UAV; VIGOR,1; 6; 11; 13; 15; 16; 17; 20,16,false,exclude,2026-06-19T23:24:03,true,full_text_extracted_pending_visual_table_review,comparison_pages_found,
189d681f636e,UAV-GeoLoc A Large-Vocabulary Dataset and Geometry-Transformed Method for UAV Geo-Localization,189d681f636e.pdf,8,55875,1.000,University-1652; SUES-200; DenseUAV; GTA-UAV; World-UAV; UAV-GeoLoc; VIGOR; CVUSA; CVACT,1; 3; 6,3; 6,false,skipped_no_fulltext,2026-06-21T12:06:48,true,full_text_extracted_pending_visual_table_review,comparison_pages_found,
b508c0afaa2f,UltraVPR: Unsupervised Lightweight Rotation- Invariant Aerial Visual Place Recognition,b508c0afaa2f_ieee_alt.pdf,8,59153,1.000,GTA-UAV; UAV-VisLoc; AerialVL,5; 6; 7,5; 6; 7,true,none,,false,full_text_extracted_pending_visual_table_review,comparison_pages_found,
841f72f1d3b0,UniABG: Unified Adversarial View Bridging and Graph Correspondence for Unsupervised Cross-View Geo-Localization,841f72f1d3b0_UniABG_Unified_Adversarial_View_Bridging_and_Grap_arxiv-direct.pdf,12,77392,1.000,University-1652; SUES-200; VIGOR,1; 6; 7; 9; 10,6; 7,true,partial,2026-06-19T23:52:20,true,full_text_extracted_pending_visual_table_review,comparison_pages_found,
ab9dab27b058,Unsupervised Multi-view UAV Image Geo-localization via Iterative Rendering,ab9dab27b058_Unsupervised_Multi-view_UAV_Image_Geo-localization_arxiv.pdf,13,96244,1.000,University-1652; SUES-200; World-UAV; VIGOR,6; 7; 8; 9; 11,7,false,partial,2026-06-20T00:27:57,true,full_text_extracted_pending_visual_table_review,comparison_pages_found,
f265bcce8a8b,View Consistent Purification for Accurate Cross-View Localization,f265bcce8a8b_arxiv.pdf,14,100356,1.000,VIGOR,2; 3; 6; 8,,false,none,,false,full_text_extracted_pending_visual_table_review,result_pages_found,
6cf6dbcaed80,Visible-to-Infrared Image Translation for Matching Tasks,6cf6dbcaed80_ieee_alt.pdf,15,98131,1.000,,9,,false,none,,false,full_text_extracted_pending_visual_table_review,result_pages_found,
d2714d8c0bdf,Vision-Based UAV Localization by Aerial and Satellite Image Matching,d2714d8c0bdf_ieee_access.pdf,10,67156,1.000,World-UAV; UAV-GeoLoc,1; 7; 8; 9,9,false,none,,false,full_text_extracted_pending_visual_table_review,comparison_pages_found,
e8b9b13f251d,Visual Localization system for GPS-Blind Environments in Unmanned Aerial Vehicles,e8b9b13f251d.pdf,5,45665,1.000,,5,,true,exclude,2026-06-20T00:26:50,true,full_text_extracted_pending_visual_table_review,result_pages_found,
ce14891059e1,Visual Localization with Google Earth Images for Robust Global Pose Estimation of UAVs,ce14891059e1_ieee_alt.pdf,7,55982,1.000,World-UAV,4; 5; 6,,false,none,,false,full_text_extracted_pending_visual_table_review,result_pages_found,
ab2b9558e629,Visual place recognition for aerial imagery: A survey,ab2b9558e629_arxiv.pdf,13,108130,1.000,University-1652; SUES-200; DenseUAV; VIGOR; CVUSA,3; 4; 6; 7; 8; 9; 11,,false,none,,false,full_text_extracted_pending_visual_table_review,result_pages_found,
b8bbbd941cc5,Visual Self-Positioning of Low-Altitude Urban UAV Based on Improved Transformer Architecture,b8bbbd941cc5.pdf,16,110951,1.000,University-1652; DenseUAV; World-UAV,1; 9; 12; 14,9; 12,true,exclude,2026-06-19T23:51:32,true,full_text_extracted_pending_visual_table_review,comparison_pages_found,
a7fcf3489f1b,VLF-SPS: a visual localization framework based on salient position selection and cross-source image matching,a7fcf3489f1b.pdf,21,74771,1.000,DenseUAV; World-UAV,4; 11; 12; 15; 16; 17; 18,15,false,exclude,2026-06-19T23:51:45,true,full_text_extracted_pending_visual_table_review,comparison_pages_found,
e93df3813f7c,VLGeo: Bridging Viewpoints in UAV-View Geo-Localization Using a Large Vision–Language Model,e93df3813f7c_ieee_alt.pdf,13,88721,1.000,University-1652; SUES-200; UAV-GeoLoc; UAV-VLL; AerialVL,1; 2; 7; 8; 9,7; 8; 9,true,none,,false,full_text_extracted_pending_visual_table_review,comparison_pages_found,
