paper_id,title,cache_category,full_text_status,benchmark_disposition,datasets_keyword_scan,result_pages,comparison_pages,result_summary,leaderboard_action,pdf_file
82dbe06751f7,Self-Supervised Cross-View Graph Search Framework for Ground-to-Satellite Geo-Localization,readable,complete,readable_but_not_canonical_addition,University-1652; UAV-GeoLoc,1; 5; 7; 8; 9; 12,8; 9,"Full text and candidate result pages were read, but the reported experiment is a different dataset, task, metric, transfer setting, survey, or navigation/local-matching protocol.",kept in audit only,82dbe06751f7.pdf
d5de60b2f94e,SemGeoFrame: A Visual Matching Framework for Aircraft Based on Surface Semantic Information,readable,complete,readable_but_not_canonical_addition,UAV-VisLoc; UAV-GeoLoc,10; 12,,"Full text and candidate result pages were read, but the reported experiment is a different dataset, task, metric, transfer setting, survey, or navigation/local-matching protocol.",kept in audit only,d5de60b2f94e_remotesensing-18-01267-v2.pdf
2aea7cfc1827,SHAA: Spatial Hybrid Attention Network With Adaptive Cross-Entropy Loss Function for UAV-View Geo-Localization,readable,complete,added_to_canonical_leaderboards,University-1652; SUES-200; DenseUAV; UAV-GeoLoc; VIGOR; CVUSA; CVACT,1; 8; 10; 11; 12; 13,10; 11; 12,SHAA: visually verified canonical results on University-1652; SUES-200; DenseUAV.,added 11 verified protocol rows,2aea7cfc1827.pdf
2f34c094b799,SkyLink: A Large Vision-Language Model Driven Re-ranking Framework for Cross-View UAV geolocalization,readable,complete,already_represented,University-1652; SUES-200; GTA-UAV; UAV-GeoLoc,5; 6; 7; 10,,Full text extracted; result/comparison pages indexed; existing leaderboard representation retained.,kept existing rows (6 exact-title rows),2f34c094b799_SkyLink_A_Large_Vision-Language_Model_Driven_Re-r_arxiv-direct.pdf
cdfcc0ec1b73,SliceMatch Geometry-Guided Aggregation for Cross-View Pose Estimation,readable,complete,readable_but_not_canonical_addition,VIGOR,1; 5; 6; 7; 8; 13,7; 8,"Full text and candidate result pages were read, but the reported experiment is a different dataset, task, metric, transfer setting, survey, or navigation/local-matching protocol.",kept in audit only,cdfcc0ec1b73_arxiv.pdf
c58d8d343927,SMDT Cross-View Geo-Localization with Image Alignment and Transformer,readable,complete,already_represented,University-1652; CVUSA; CVACT,3; 4; 5; 6,5; 6,Full text extracted; result/comparison pages indexed; existing leaderboard representation retained.,kept existing rows (8 exact-title rows),c58d8d343927_ieee_alt.pdf
54ed1af6a9b3,ST-D3QN Advancing UAV Path Planning With an Enhanced Deep Reinforcement Learning Framework in Ultra-Low Altitudes,readable,complete,readable_but_not_canonical_addition,,1; 10; 11,,Path-planning paper; no canonical cross-view retrieval experiment.,kept in audit only,54ed1af6a9b3_ieee_access.pdf
b5caac31809c,STHN Deep Homography Estimation for UAV Thermal Geo-localization with Satellite Imagery,readable,complete,readable_but_not_canonical_addition,,2; 4; 7,,"Full text and candidate result pages were read, but the reported experiment is a different dataset, task, metric, transfer setting, survey, or navigation/local-matching protocol.",kept in audit only,b5caac31809c_ieee_alt.pdf
83972fc6c838,SUES-200 A Multi-height Multi-scene Cross-view Image Benchmark Across Drone and Satellite,readable,complete,already_represented_under_alias_or_manual_page,University-1652; SUES-200; UAV-GeoLoc; CVUSA; CVACT,2; 3; 4; 8; 10; 11; 12; 13,9; 10; 12,SUES-200 baseline rows are already present under the original benchmark-paper alias.,no duplicate row added,83972fc6c838_arxiv.pdf
168d02a9b466,SURFNet: A Surface-Aware UAV–Satellite Geolocation Framework via Feature Aggregation and Dual Positional Encoding,readable,complete,added_to_canonical_leaderboards,University-1652; SUES-200; DenseUAV; GTA-UAV; World-UAV; UAV-GeoLoc; AerialVL; VIGOR; CVUSA; CVACT,2; 4; 7; 9; 10; 11; 13; 15,7; 9; 10; 11,SURFNet: visually verified canonical results on University-1652; SUES-200.,added 10 verified protocol rows,168d02a9b466.pdf
d13004a0f023,Tightly Coupled GNSS-Visual-Inertial Smoothly Consistent State Estimation System,readable,complete,readable_but_not_canonical_addition,,1; 3; 16,,"Full text and candidate result pages were read, but the reported experiment is a different dataset, task, metric, transfer setting, survey, or navigation/local-matching protocol.",kept in audit only,d13004a0f023_ieee_alt.pdf
f6975dbe0dea,Toward Integrating Semantic-aware Path Planning and Reliable Localization for UAV Operations,readable,complete,readable_but_not_canonical_addition,,2; 4,,"Full text and candidate result pages were read, but the reported experiment is a different dataset, task, metric, transfer setting, survey, or navigation/local-matching protocol.",kept in audit only,f6975dbe0dea_iccas.pdf
950172f7f8c8,UASTHN Uncertainty-Aware Deep Homography Estimation for UAV Satellite-Thermal Geo-Localization,readable,complete,readable_but_not_canonical_addition,,1; 4,,"Full text and candidate result pages were read, but the reported experiment is a different dataset, task, metric, transfer setting, survey, or navigation/local-matching protocol.",kept in audit only,950172f7f8c8_ieee_alt.pdf
b5ab5786cd9c,UAV Cross-View Geo-Localization Based on Multi-Scale Partitioning and Attention-Enhanced Transformer,readable,complete,added_to_canonical_leaderboards,University-1652,1; 3; 4,3; 4,MSLA: visually verified canonical results on University-1652.,added 2 verified protocol rows,b5ab5786cd9c.pdf
f492b9c680a8,UAV Geo-Localization Dataset and Method Based on Cross-View Matching,readable,complete,readable_but_not_canonical_addition,University-1652; SUES-200; DenseUAV; UAV-VisLoc; VIGOR; CVUSA,1; 3; 4; 5; 11; 14; 15; 16,3; 14,Uses the separate VDUAV dataset and RDS/meter-level accuracy protocol.,kept in audit only,f492b9c680a8_sensors-24-06905.pdf
63d35fe5fe2d,UAV Positioning Method Based on Heterogeneous Image Matching Under GPS Denial,readable,complete,readable_but_not_canonical_addition,DenseUAV,,,"Full text and candidate result pages were read, but the reported experiment is a different dataset, task, metric, transfer setting, survey, or navigation/local-matching protocol.",kept in audit only,63d35fe5fe2d_v6.pdf
835f3f1ac3bf,UAV Visual Localization System Empowered by Zero-Shot Deep Feature Matching,readable,complete,readable_but_not_canonical_addition,University-1652,1; 3; 5,,"Full text and candidate result pages were read, but the reported experiment is a different dataset, task, metric, transfer setting, survey, or navigation/local-matching protocol.",kept in audit only,835f3f1ac3bf_ieee_alt.pdf
c3321ed351c8,UAV Visual Localization via Multimodal Fusion and Multi-Scale Attention Enhancement,readable,complete,readable_but_not_canonical_addition,University-1652; SUES-200; DenseUAV; GTA-UAV; World-UAV; VIGOR,1; 6; 11; 13; 15; 16; 17; 20,16,GTA-UAV results use RGBD/depth priors plus EMA; canonical GTA-UAV policy is RGB-only.,kept in audit only,c3321ed351c8_sustainability-18-04277.pdf
189d681f636e,UAV-GeoLoc A Large-Vocabulary Dataset and Geometry-Transformed Method for UAV Geo-Localization,readable,complete,already_represented_under_alias_or_manual_page,University-1652; SUES-200; DenseUAV; GTA-UAV; World-UAV; UAV-GeoLoc; VIGOR; CVUSA; CVACT,1; 3; 6,3; 6,World-UAV/UAVPlace and Nardo-Air tables are already present on their dedicated manually curated pages.,no duplicate row added,189d681f636e.pdf
b508c0afaa2f,UltraVPR: Unsupervised Lightweight Rotation- Invariant Aerial Visual Place Recognition,readable,complete,already_represented,GTA-UAV; UAV-VisLoc; AerialVL,5; 6; 7,5; 6; 7,Full text extracted; result/comparison pages indexed; existing leaderboard representation retained.,kept existing rows (8 exact-title rows),b508c0afaa2f_ieee_alt.pdf
841f72f1d3b0,UniABG: Unified Adversarial View Bridging and Graph Correspondence for Unsupervised Cross-View Geo-Localization,readable,complete,already_represented,University-1652; SUES-200; VIGOR,1; 6; 7; 9; 10,6; 7,Full text extracted; result/comparison pages indexed; existing leaderboard representation retained.,kept existing rows (2 exact-title rows),841f72f1d3b0_UniABG_Unified_Adversarial_View_Bridging_and_Grap_arxiv-direct.pdf
ab9dab27b058,Unsupervised Multi-view UAV Image Geo-localization via Iterative Rendering,readable,complete,readable_but_not_canonical_addition,University-1652; SUES-200; World-UAV; VIGOR,6; 7; 8; 9; 11,7,Unsupervised multi-view query protocol (Nv=30/50); not the official single-image protocol.,kept in audit only,ab9dab27b058_Unsupervised_Multi-view_UAV_Image_Geo-localization_arxiv.pdf
f265bcce8a8b,View Consistent Purification for Accurate Cross-View Localization,readable,complete,readable_but_not_canonical_addition,VIGOR,2; 3; 6; 8,,"Full text and candidate result pages were read, but the reported experiment is a different dataset, task, metric, transfer setting, survey, or navigation/local-matching protocol.",kept in audit only,f265bcce8a8b_arxiv.pdf
6cf6dbcaed80,Visible-to-Infrared Image Translation for Matching Tasks,readable,complete,readable_but_not_canonical_addition,,9,,"Full text and candidate result pages were read, but the reported experiment is a different dataset, task, metric, transfer setting, survey, or navigation/local-matching protocol.",kept in audit only,6cf6dbcaed80_ieee_alt.pdf
d2714d8c0bdf,Vision-Based UAV Localization by Aerial and Satellite Image Matching,readable,complete,readable_but_not_canonical_addition,World-UAV; UAV-GeoLoc,1; 7; 8; 9,9,"Uses private/controlled aerial-to-satellite routes and pose metrics, not a listed canonical split.",kept in audit only,d2714d8c0bdf_ieee_access.pdf
e8b9b13f251d,Visual Localization system for GPS-Blind Environments in Unmanned Aerial Vehicles,readable,complete,already_represented,,5,,Full text extracted; result/comparison pages indexed; existing leaderboard representation retained.,kept existing rows (2 exact-title rows),e8b9b13f251d.pdf
ce14891059e1,Visual Localization with Google Earth Images for Robust Global Pose Estimation of UAVs,readable,complete,readable_but_not_canonical_addition,World-UAV,4; 5; 6,,"Full text and candidate result pages were read, but the reported experiment is a different dataset, task, metric, transfer setting, survey, or navigation/local-matching protocol.",kept in audit only,ce14891059e1_ieee_alt.pdf
ab2b9558e629,Visual place recognition for aerial imagery: A survey,readable,complete,readable_but_not_canonical_addition,University-1652; SUES-200; DenseUAV; VIGOR; CVUSA,3; 4; 6; 7; 8; 9; 11,,"Survey article; contains secondary comparisons, not a new method result.",kept in audit only,ab2b9558e629_arxiv.pdf
b8bbbd941cc5,Visual Self-Positioning of Low-Altitude Urban UAV Based on Improved Transformer Architecture,readable,complete,already_represented,University-1652; DenseUAV; World-UAV,1; 9; 12; 14,9; 12,Full text extracted; result/comparison pages indexed; existing leaderboard representation retained.,kept existing rows (1 exact-title rows),b8bbbd941cc5.pdf
a7fcf3489f1b,VLF-SPS: a visual localization framework based on salient position selection and cross-source image matching,readable,complete,readable_but_not_canonical_addition,DenseUAV; World-UAV,4; 11; 12; 15; 16; 17; 18,15,"DenseUAV is evaluated as 3D position RMSE after feature matching, not canonical retrieval R@K/SDM.",kept in audit only,a7fcf3489f1b.pdf
e93df3813f7c,VLGeo: Bridging Viewpoints in UAV-View Geo-Localization Using a Large Vision–Language Model,readable,complete,already_represented,University-1652; SUES-200; UAV-GeoLoc; UAV-VLL; AerialVL,1; 2; 7; 8; 9,7; 8; 9,Full text extracted; result/comparison pages indexed; existing leaderboard representation retained.,kept existing rows (4 exact-title rows),e93df3813f7c_ieee_alt.pdf
